STATE,COUNTY,TRACT,BLOCK_GROUP,NAME,B25039_002E,B25039_001E,B25039_003E,B25057_001E,B25058_001E,B25059_001E,B25071_001E,B19013_001E,B01003_001E,B25003_003E,B25003_002E,B25003_001E,B25038_011E,B25038_010E,B25038_015E,B25038_014E,B25038_013E,B25038_012E,B25038_003E,B25038_002E,B25038_001E,B25038_008E,B25038_007E,B25038_006E,B25038_005E,B25038_004E,B25038_009E,B25056_018E,B25056_019E,B25056_016E,B25056_017E,B25056_014E,B25056_015E,B25056_012E,B25056_013E,B25056_010E,B25056_011E,B25056_026E,B25056_027E,B25056_024E,B25056_025E,B25056_022E,B25056_023E,B25056_020E,B25056_021E,B25056_009E,B25056_008E,B25056_006E,B25056_007E,B25056_004E,B25056_005E,B25056_002E,B25056_003E,B25056_001E,B25074_001E,B25074_003E,B25074_002E,B25074_005E,B25074_004E,B25074_007E,B25074_006E,B25074_009E,B25074_008E,B25074_013E,B25074_012E,B25074_015E,B25074_014E,B25074_017E,B25074_016E,B25074_019E,B25074_018E,B25074_011E,B25074_010E,B25074_025E,B25074_024E,B25074_027E,B25074_026E,B25074_029E,B25074_028E,B25074_021E,B25074_020E,B25074_023E,B25074_022E,B25074_037E,B25074_036E,B25074_039E,B25074_038E,B25074_031E,B25074_030E,B25074_033E,B25074_032E,B25074_035E,B25074_034E,B25074_049E,B25074_048E,B25074_041E,B25074_040E,B25074_043E,B25074_042E,B25074_045E,B25074_044E,B25074_047E,B25074_046E,B25074_051E,B25074_050E,B25074_053E,B25074_052E,B25074_055E,B25074_054E,B25074_057E,B25074_056E,B25074_059E,B25074_058E,B25074_061E,B25074_060E,B25074_063E,B25074_062E,B25074_064E,B25004_005E,B25004_006E,B25004_004E,B25004_003E,B25004_002E,B25004_001E,B25004_008E,B25004_007E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_001E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,GEOID
36,111,953900,1,"Block Group 1, Census Tract 9539, Ulster County, New York",1996.0,2004.0,2011.0,776.0,940.0,1277.0,25.3,75703.0,1529,222,325,547,69,62,0,0,10,81,8,325,547,45,43,124,65,40,222,15,47,0,31,0,0,0,33,0,0,0,26,0,0,0,0,15,55,0,0,0,0,0,0,196,0,222,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,8,0,9,0,7,0,0,48,31,0,0,0,0,23,0,0,0,7,0,0,25,33,0,8,0,15,0,0,84,0,0,0,0,0,26,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,105,105,0,9,49,0,7,19,30,0,33,547,70,28,10,78,16,37,69,92,36111953900
36,111,953900,3,"Block Group 3, Census Tract 9539, Ulster County, New York",1995.0,1995.0,1992.0,542.0,626.0,856.0,27.5,104196.0,1041,93,294,387,26,0,42,0,25,0,24,294,387,28,73,84,53,32,93,9,7,0,0,33,0,25,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,84,0,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,33,0,0,0,0,9,25,67,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,25,0,0,79,54,0,9,25,0,8,0,27,0,80,387,39,86,55,23,9,9,10,7,36111953900
36,111,954100,1,"Block Group 1, Census Tract 9541, Ulster County, New York",1995.0,1999.0,2007.0,543.0,834.0,971.0,37.4,59648.0,1137,141,252,393,50,9,0,0,37,45,0,252,393,43,37,92,50,30,141,34,18,0,0,0,11,20,10,18,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,141,0,141,141,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,18,18,0,30,0,0,19,9,0,0,49,0,0,0,0,0,28,0,0,0,9,0,0,0,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,18,0,18,81,393,43,51,9,19,26,39,46,24,36111954100
36,111,954100,4,"Block Group 4, Census Tract 9541, Ulster County, New York",2005.0,2010.0,2012.0,689.0,1012.0,1131.0,29.2,49375.0,1112,101,233,334,53,16,0,22,0,10,56,233,334,0,36,63,33,45,101,0,0,0,16,0,32,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,101,0,101,101,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,0,19,0,34,0,0,35,0,0,0,0,0,0,0,0,0,34,0,0,0,22,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,0,0,45,0,0,41,49,22,0,10,19,11,0,334,8,43,0,48,20,25,0,38,36111954100
36,111,954100,2,"Block Group 2, Census Tract 9541, Ulster County, New York",2004.0,2005.0,2012.0,686.0,716.0,741.0,28.4,56250.0,1804,60,596,656,23,16,0,0,0,21,41,596,656,52,67,69,249,118,60,0,0,16,5,0,11,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,32,0,60,60,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,11,0,0,0,27,16,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,44,10,0,11,57,40,0,50,67,0,21,656,24,93,18,27,33,58,72,85,36111954100
36,111,954100,3,"Block Group 3, Census Tract 9541, Ulster County, New York",1995.0,2002.0,2014.0,866.0,980.0,1112.0,31.5,60938.0,1238,111,348,459,38,50,0,0,0,23,31,348,459,52,79,84,58,44,111,17,23,0,13,0,0,0,0,0,0,0,14,0,0,0,0,44,0,0,0,0,0,0,0,97,0,111,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,14,0,14,0,0,0,0,20,50,0,0,24,0,0,23,0,0,0,18,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,65,0,18,132,34,0,41,6,77,24,0,7,31,0,459,60,36,23,8,8,31,90,17,36111954100
36,111,955000,1,"Block Group 1, Census Tract 9550, Ulster County, New York",2003.0,2003.0,2005.0,612.0,641.0,840.0,50.0,50284.0,1473,147,296,443,17,0,27,0,0,103,0,296,443,38,31,42,141,44,147,50,0,0,0,53,0,17,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,120,0,147,147,0,53,0,0,0,0,53,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,27,0,0,0,0,0,27,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,49,0,45,141,0,0,53,17,27,30,62,0,17,13,443,21,8,0,0,0,100,95,0,36111955000
36,083,052501,4,"Block Group 4, Census Tract 525.01, Rensselaer County, New York",2001.0,2003.0,2013.0,459.0,677.0,760.0,50.0,64490.0,2005,150,594,744,27,63,0,0,43,17,20,594,744,38,78,154,206,98,150,13,0,0,17,0,50,0,0,0,13,0,43,0,0,0,0,0,0,0,0,0,0,0,0,107,14,150,150,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,63,63,0,0,0,0,0,17,0,0,0,0,0,0,0,13,56,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,33,63,14,63,0,0,744,32,69,58,55,14,119,91,106,36083052501
36,083,052502,4,"Block Group 4, Census Tract 525.02, Rensselaer County, New York",2004.0,2011.0,2013.0,1355.0,1299.0,1592.0,23.6,73942.0,840,150,176,326,111,21,0,0,0,18,19,176,326,32,0,25,71,29,150,0,0,0,0,40,0,0,0,0,0,0,0,0,0,46,0,28,36,0,0,0,0,0,0,150,0,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,55,0,0,18,0,0,0,0,0,26,40,0,0,0,15,0,19,0,0,10,16,0,0,0,19,0,0,0,0,0,0,0,11,32,0,21,0,0,0,0,0,0,0,0,39,0,39,0,0,0,34,40,0,0,14,0,15,326,46,0,33,25,15,14,42,48,36083052502
36,027,140602,2,"Block Group 2, Census Tract 1406.02, Dutchess County, New York",2002.0,2003.0,,,,,,80729.0,1256,43,468,511,0,32,11,0,0,0,0,468,511,102,39,47,202,78,43,0,0,11,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,73,13,0,11,11,28,511,81,7,67,8,0,38,24,119,36027140602
36,027,140500,2,"Block Group 2, Census Tract 1405, Dutchess County, New York",2004.0,2005.0,,,,,,123218.0,1282,24,351,375,12,12,0,0,0,0,21,351,375,57,8,66,106,93,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,24,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,12,0,12,0,0,0,0,0,0,0,71,0,0,71,0,0,0,0,7,0,15,0,0,0,375,62,65,23,66,33,19,53,32,36027140500
36,027,140500,3,"Block Group 3, Census Tract 1405, Dutchess County, New York",,2015.0,2015.0,1046.0,1173.0,1430.0,28.9,63043.0,460,237,15,252,193,39,0,0,0,5,0,15,252,0,0,0,0,15,237,8,30,0,0,0,0,0,0,0,0,0,0,0,0,50,0,116,33,0,0,0,0,0,0,237,0,237,237,0,35,0,0,0,0,35,0,0,0,0,0,0,0,0,18,18,0,0,0,14,7,13,0,0,21,0,0,0,0,0,70,0,0,0,0,13,0,0,13,26,37,0,7,0,0,32,0,19,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,21,0,0,35,18,0,0,252,17,0,20,26,13,27,43,32,36027140500
36,027,140602,1,"Block Group 1, Census Tract 1406.02, Dutchess County, New York",2000.0,2002.0,2012.0,1088.0,1176.0,1326.0,21.0,82500.0,1621,111,449,560,37,34,0,12,19,9,27,449,560,100,9,107,171,35,111,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,79,14,0,0,0,0,0,0,111,0,111,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,12,0,9,0,0,12,0,0,0,0,0,13,0,0,0,9,0,0,14,7,0,13,0,0,0,0,21,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,44,19,10,0,22,21,560,75,44,54,33,0,57,47,111,36027140602
36,027,140700,4,"Block Group 4, Census Tract 1407, Dutchess County, New York",2002.0,2003.0,,,,,,91514.0,2510,77,707,784,0,24,0,0,0,53,0,707,784,136,85,72,251,163,77,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,77,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,51,0,0,0,0,0,0,0,0,53,22,784,40,90,155,35,32,48,194,115,36027140700
36,027,140700,5,"Block Group 5, Census Tract 1407, Dutchess County, New York",1988.0,1989.0,,,,,,111047.0,823,18,297,315,18,0,0,0,0,0,23,297,315,109,52,49,17,47,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,18,15,0,17,17,0,315,84,70,0,33,0,16,15,13,36027140700
36,027,140801,1,"Block Group 1, Census Tract 1408.01, Dutchess County, New York",2011.0,2011.0,,,,,,100556.0,579,8,164,172,8,0,0,0,0,0,15,164,172,0,20,25,29,75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,14,46,5,0,0,172,39,8,0,12,0,0,24,9,36027140801
36,027,140801,2,"Block Group 2, Census Tract 1408.01, Dutchess County, New York",1997.0,1999.0,2012.0,,,,,107458.0,1389,36,465,501,27,0,0,0,0,9,12,465,501,99,73,90,140,51,36,0,0,0,0,0,0,0,0,0,0,0,27,0,0,9,0,0,0,0,0,0,0,0,0,9,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41,0,0,11,12,8,12,0,14,0,9,501,58,74,93,57,11,27,86,29,36027140801
36,027,140801,3,"Block Group 3, Census Tract 1408.01, Dutchess County, New York",1999.0,2001.0,1999.0,809.0,857.0,908.0,,81579.0,813,24,278,302,11,0,0,0,0,13,0,278,302,99,0,44,60,75,24,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,24,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,11,0,11,0,13,13,0,12,302,9,14,67,36,0,29,20,67,36027140801
36,027,150003,1,"Block Group 1, Census Tract 1500.03, Dutchess County, New York",2004.0,2010.0,2012.0,713.0,1093.0,1737.0,49.0,45294.0,1018,216,238,454,102,55,0,3,3,53,33,238,454,12,40,43,64,46,216,0,14,10,21,9,12,0,6,12,0,0,6,8,0,39,24,27,17,8,0,0,3,0,0,210,0,216,216,0,55,0,0,0,0,37,0,0,0,0,0,0,3,0,16,19,18,0,6,33,4,19,3,0,67,0,21,3,9,0,19,0,0,0,0,3,4,0,5,0,9,0,7,0,3,5,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,44,0,8,19,108,37,0,51,43,14,18,64,23,6,6,454,53,23,26,11,29,29,24,34,36027150003
36,027,150003,2,"Block Group 2, Census Tract 1500.03, Dutchess County, New York",1994.0,1997.0,1999.0,379.0,1050.0,1344.0,16.7,95938.0,1146,48,129,177,0,13,0,0,26,9,0,129,177,34,23,20,31,21,48,0,0,0,0,0,0,5,0,0,0,0,26,0,0,0,3,5,4,5,0,0,0,0,0,22,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,0,0,0,0,0,0,26,0,0,0,4,0,35,16,15,11,5,0,14,6,0,4,0,177,39,5,31,11,5,9,28,9,36027150003
36,027,150003,3,"Block Group 3, Census Tract 1500.03, Dutchess County, New York",,2004.0,2009.0,1082.0,1164.0,1625.0,15.4,146042.0,908,25,10,35,6,5,4,0,0,10,0,10,35,0,0,10,0,0,25,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,16,0,0,0,0,0,0,0,21,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,5,0,0,0,0,0,4,0,16,0,0,0,16,0,0,0,0,0,0,0,0,0,0,35,5,6,0,14,0,0,10,0,36027150003
36,027,150004,1,"Block Group 1, Census Tract 1500.04, Dutchess County, New York",2001.0,2003.0,2012.0,906.0,1103.0,1529.0,27.5,86413.0,2660,132,840,972,63,29,0,0,21,19,35,840,972,122,66,196,293,128,132,10,18,9,0,13,0,0,0,0,0,0,0,0,0,35,0,39,8,0,0,0,0,0,0,132,0,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,9,0,10,0,18,0,0,19,0,0,0,9,23,31,0,0,0,0,9,0,10,16,8,0,0,0,0,0,39,0,13,0,0,0,0,0,0,13,0,13,0,0,0,0,0,21,0,20,0,0,68,27,0,40,12,50,39,29,11,21,20,972,90,83,88,137,8,84,81,179,36027150004
36,027,150004,2,"Block Group 2, Census Tract 1500.04, Dutchess County, New York",1993.0,1997.0,2012.0,1202.0,1656.0,1861.0,31.6,95694.0,804,100,235,335,59,10,0,0,31,0,9,235,335,32,70,57,60,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,8,31,0,0,0,0,0,0,0,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,28,23,0,0,0,0,10,18,0,8,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,10,31,22,11,335,28,21,41,7,7,0,29,128,36027150004
36,027,150005,1,"Block Group 1, Census Tract 1500.05, Dutchess County, New York",2004.0,2006.0,2016.0,647.0,811.0,948.0,47.3,54074.0,1338,128,404,532,22,66,0,0,9,31,26,404,532,79,25,30,192,52,128,19,31,0,29,18,0,0,6,0,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,128,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,16,22,0,0,0,47,9,0,0,0,0,21,0,0,0,0,0,0,0,18,21,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,39,0,0,37,9,64,16,0,42,0,60,532,37,68,26,15,0,55,33,70,36027150005
36,027,150005,2,"Block Group 2, Census Tract 1500.05, Dutchess County, New York",1997.0,1998.0,2011.0,723.0,1069.0,1694.0,16.9,97708.0,1343,95,418,513,35,17,0,0,36,7,40,418,513,37,91,120,115,15,95,0,0,7,6,7,0,0,0,7,0,0,26,8,0,7,0,27,0,0,0,0,0,0,0,69,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,7,0,0,7,7,0,0,0,0,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0,7,0,0,0,0,41,50,0,0,0,0,0,0,9,0,39,0,0,19,79,21,0,17,0,30,0,8,9,16,7,513,53,64,85,49,22,32,56,65,36027150005
36,027,150006,1,"Block Group 1, Census Tract 1500.06, Dutchess County, New York",2002.0,2006.0,2012.0,560.0,783.0,1269.0,37.4,66000.0,974,156,268,424,82,24,0,5,0,45,0,268,424,23,32,52,118,43,156,17,0,0,41,0,8,5,5,0,0,0,0,0,0,15,0,6,26,0,29,0,0,0,0,156,4,156,156,0,21,0,0,0,0,21,0,4,0,0,0,0,0,0,19,23,0,16,0,9,8,19,0,0,38,5,0,0,0,8,25,0,0,5,9,0,5,6,0,6,0,11,0,0,0,21,0,0,6,0,9,0,0,9,9,0,0,0,0,0,0,0,0,0,11,0,15,51,25,0,25,16,17,15,21,18,26,24,424,55,32,18,26,4,25,50,52,36027150006
36,111,951500,2,"Block Group 2, Census Tract 9515, Ulster County, New York",1993.0,1995.0,2012.0,951.0,1257.0,1378.0,27.8,59598.0,728,35,282,317,25,0,0,0,10,0,0,282,317,98,31,46,69,38,35,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,35,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,8,0,17,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,25,110,61,0,0,56,14,0,11,44,0,10,317,18,56,17,0,0,28,20,43,36111951500
36,111,951500,3,"Block Group 3, Census Tract 9515, Ulster County, New York",1997.0,1999.0,2011.0,813.0,920.0,1125.0,19.4,74792.0,1055,51,396,447,16,14,1,5,5,10,7,396,447,71,73,74,121,50,51,12,10,2,0,0,4,3,0,2,0,0,1,0,0,4,0,9,4,0,0,0,0,0,0,50,0,51,51,0,8,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,1,0,4,0,0,0,2,9,12,0,0,0,0,0,2,2,10,0,3,0,0,0,0,12,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,15,0,0,0,44,29,0,19,11,14,15,19,7,10,15,447,47,20,43,20,10,26,78,93,36111951500
36,111,951500,1,"Block Group 1, Census Tract 9515, Ulster County, New York",2003.0,2004.0,2008.0,593.0,631.0,1333.0,32.9,55329.0,528,18,199,217,9,9,0,0,0,0,10,199,217,53,11,13,75,37,18,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,7,18,35,11,9,0,7,0,217,10,0,0,8,9,29,28,46,36111951500
36,111,951500,4,"Block Group 4, Census Tract 9515, Ulster County, New York",2001.0,2003.0,2009.0,790.0,865.0,995.0,24.8,73250.0,1123,103,318,421,38,10,0,9,10,36,8,318,421,65,21,55,141,28,103,30,16,0,32,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,103,0,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,9,21,0,0,9,0,0,0,0,0,38,11,0,0,0,0,10,0,10,6,32,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,25,35,0,23,0,25,22,5,421,27,19,80,35,28,34,17,46,36111951500
36,083,052501,3,"Block Group 3, Census Tract 525.01, Rensselaer County, New York",1995.0,2002.0,2013.0,956.0,1364.0,1513.0,23.4,90160.0,1693,148,473,621,84,48,0,0,0,16,0,473,621,112,69,102,167,23,148,0,16,0,0,0,15,0,13,0,0,0,0,0,0,38,0,0,66,0,0,0,0,0,0,148,0,148,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,0,0,0,13,77,0,0,0,0,0,0,18,0,48,16,0,0,0,0,18,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,12,0,14,11,13,16,14,15,621,92,99,22,61,12,75,85,80,36083052501
36,083,052501,2,"Block Group 2, Census Tract 525.01, Rensselaer County, New York",1993.0,1993.0,2011.0,,1342.0,1471.0,18.1,66875.0,1166,34,413,447,12,0,0,22,0,0,49,413,447,100,80,86,60,38,34,0,12,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,34,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,48,28,0,76,11,12,0,0,8,447,46,25,64,17,0,52,73,35,36083052501
36,083,052501,1,"Block Group 1, Census Tract 525.01, Rensselaer County, New York",1999.0,2007.0,2016.0,701.0,788.0,1049.0,24.1,73914.0,1321,184,409,593,35,136,0,0,0,13,12,409,593,55,32,129,110,71,184,20,15,37,13,0,45,0,0,0,0,0,0,0,0,0,0,41,13,0,0,0,0,0,0,184,0,184,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,20,82,0,0,20,0,0,0,0,13,54,82,0,0,0,0,0,15,0,41,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,17,115,0,0,13,0,593,44,33,49,108,16,14,106,46,36083052501
36,083,052601,1,"Block Group 1, Census Tract 526.01, Rensselaer County, New York",1997.0,2000.0,2011.0,643.0,865.0,981.0,39.0,83214.0,1836,133,571,704,36,39,14,21,0,23,31,571,704,111,103,105,127,94,133,31,21,0,7,7,0,6,0,6,0,0,21,0,0,0,0,24,0,1,9,0,0,0,0,112,0,133,133,0,27,0,0,0,0,6,0,0,0,0,0,9,0,0,23,32,21,0,7,14,0,22,0,0,21,0,0,0,0,0,0,0,1,0,0,0,21,8,15,0,0,0,0,0,0,23,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,44,50,6,0,14,11,9,32,35,11,27,31,704,110,84,114,16,23,14,123,50,36083052601
36,083,052601,2,"Block Group 2, Census Tract 526.01, Rensselaer County, New York",1998.0,2001.0,2012.0,813.0,917.0,1157.0,32.2,68456.0,1995,121,656,777,86,4,9,7,0,15,35,656,777,83,125,151,180,82,121,28,9,0,0,8,0,9,0,5,0,0,18,0,0,0,0,29,15,0,0,0,0,0,0,103,0,121,121,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,0,0,0,36,7,0,33,0,0,0,0,0,4,2,5,8,0,0,21,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,26,12,0,6,89,45,0,46,37,47,25,11,30,2,48,777,99,68,52,38,49,21,90,114,36083052601
36,083,052602,1,"Block Group 1, Census Tract 526.02, Rensselaer County, New York",2003.0,2007.0,2011.0,524.0,676.0,833.0,21.5,67308.0,1010,160,272,432,81,14,8,0,19,38,20,272,432,52,31,38,60,71,160,15,14,21,3,11,19,25,4,8,0,0,8,0,0,0,0,7,7,0,15,0,0,0,3,152,0,160,160,0,11,0,0,0,0,3,0,8,3,7,0,2,5,0,4,29,8,3,7,0,6,24,0,0,21,5,0,0,4,20,49,6,14,0,0,0,0,0,21,5,16,0,0,0,0,21,8,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,8,8,22,93,55,0,8,21,15,12,17,11,18,18,432,43,26,18,21,17,60,64,63,36083052602
36,001,014803,1,"Block Group 1, Census Tract 148.03, Albany County, New York",1998.0,2001.0,2010.0,338.0,519.0,830.0,43.7,64231.0,1471,80,518,598,23,15,0,0,0,42,0,518,598,80,85,118,141,94,80,16,0,7,0,0,0,12,0,0,0,0,0,0,0,15,0,0,0,0,30,0,0,0,0,80,0,80,80,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,7,37,0,0,0,16,12,0,0,0,28,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,29,15,0,245,122,0,45,8,0,10,0,25,77,29,598,78,26,71,23,23,59,38,86,36001014803
